CVEGEO,homi_count,POBTOT,P_18YMAS,P18YM_PB,GRAPROES,VIVPAR_HAB,VPH_PISODT,PROM_OCUP,VPH_TV,VPH_AUTOM,VPH_PC,VPH_INTER,INDICE_GLOBAL,NSE_num,NSE_char
0900500013290,3.0,4641.0,3289.0,1660.0,10.01,1233.0,1231.0,3.71,1214.0,470.0,492.0,365.0,0.481184158550346,4.0,C-
0900500013303,1.0,1952.0,1419.0,725.0,10.05,501.0,491.0,3.88,498.0,199.0,223.0,156.0,0.496779787197104,5.0,C
0900500013318,1.0,4181.0,2603.0,561.0,7.8,1075.0,1049.0,3.88,1042.0,229.0,194.0,139.0,0.331450770875585,2.0,D
0900500013322,0.0,4353.0,2797.0,726.0,8.03,1131.0,1101.0,3.83,1097.0,250.0,213.0,136.0,0.341335340130895,2.0,D
0900500013337,0.0,3143.0,2142.0,1340.0,11.02,879.0,836.0,3.5,871.0,376.0,445.0,313.0,0.528506358174669,5.0,C
0900500013341,1.0,2409.0,1736.0,973.0,10.59,628.0,623.0,3.7,618.0,289.0,303.0,223.0,0.528202892194629,5.0,C
0900500013356,0.0,1294.0,897.0,729.0,13.05,345.0,330.0,3.36,341.0,223.0,260.0,223.0,0.683726578532071,6.0,C+
0900500013360,1.0,3877.0,2613.0,1070.0,9.36,968.0,928.0,3.99,937.0,302.0,353.0,240.0,0.432865265654853,4.0,C-
0900500013375,0.0,1242.0,949.0,611.0,11.61,320.0,307.0,3.87,311.0,218.0,206.0,183.0,0.633975222815088,6.0,C+
090050001338A,0.0,3045.0,2405.0,1977.0,13.44,913.0,894.0,3.31,900.0,751.0,740.0,676.0,0.747827746034291,7.0,A/B
0900500013394,0.0,2994.0,2204.0,1349.0,10.98,774.0,759.0,3.81,771.0,432.0,449.0,361.0,0.583542502884115,6.0,C+
0900500013407,1.0,7100.0,4857.0,3950.0,12.85,2249.0,2202.0,3.04,2223.0,1397.0,1602.0,1252.0,0.660839609063439,6.0,C+
0900500013411,5.0,5215.0,3171.0,633.0,7.58,1272.0,1196.0,4.06,1201.0,242.0,173.0,93.0,0.301687143066517,2.0,D
0900500013426,3.0,2240.0,1423.0,310.0,7.8,560.0,528.0,4.0,545.0,90.0,96.0,63.0,0.314897389483363,2.0,D
0900500013430,0.0,3658.0,2302.0,481.0,7.61,943.0,913.0,3.88,914.0,187.0,124.0,75.0,0.312003551972805,2.0,D
0900500013445,0.0,3639.0,2253.0,508.0,7.72,921.0,872.0,3.94,886.0,206.0,156.0,92.0,0.321697779631359,2.0,D
090060001001A,4.0,4152.0,2956.0,1502.0,9.75,1154.0,1140.0,3.58,1126.0,439.0,482.0,358.0,0.480716763015307,4.0,C-
0900600010024,0.0,4475.0,3173.0,1714.0,10.18,1244.0,1214.0,3.59,1218.0,481.0,567.0,433.0,0.499430326309789,5.0,C
0900600010039,2.0,5151.0,3653.0,1725.0,9.79,1550.0,1510.0,3.31,1528.0,600.0,636.0,476.0,0.47143516415548,4.0,C-
0900600010043,2.0,4318.0,3033.0,1527.0,10.13,1195.0,1179.0,3.61,1170.0,474.0,519.0,357.0,0.486464233316831,5.0,C
0900600010058,3.0,3829.0,2894.0,1789.0,10.79,1065.0,1036.0,3.59,1049.0,489.0,578.0,455.0,0.554233672386469,5.0,C
0900600010077,1.0,4540.0,3286.0,1892.0,10.8,1339.0,1311.0,3.38,1315.0,654.0,699.0,570.0,0.545854277334639,5.0,C
0900600010081,2.0,4768.0,3432.0,1980.0,10.78,1310.0,1278.0,3.63,1278.0,588.0,670.0,486.0,0.532217456014232,5.0,C
0900600010096,1.0,5447.0,3908.0,2257.0,10.68,1561.0,1544.0,3.48,1536.0,711.0,794.0,605.0,0.534349386163289,5.0,C
0900600010109,0.0,5194.0,3797.0,2002.0,10.31,1492.0,1467.0,3.46,1466.0,593.0,652.0,480.0,0.49457096538472,5.0,C
0900600010128,3.0,5216.0,3764.0,2286.0,11.01,1443.0,1418.0,3.55,1434.0,634.0,769.0,574.0,0.542687617819484,5.0,C
0900600010132,0.0,4817.0,3436.0,1719.0,10.09,1258.0,1239.0,3.72,1236.0,479.0,551.0,418.0,0.487010530766025,5.0,C
0900600010147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358872007071284,2.0,D
0900600010151,0.0,280.0,84.0,82.0,11.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529262949332524,5.0,C
0900600010166,2.0,2526.0,1779.0,826.0,9.92,680.0,675.0,3.59,661.0,229.0,277.0,223.0,0.468879505605824,4.0,C-
0900600010170,1.0,2185.0,1559.0,824.0,10.33,589.0,587.0,3.65,575.0,253.0,247.0,180.0,0.497720857146813,5.0,C
0900600010185,3.0,5795.0,3946.0,2131.0,10.55,1548.0,1527.0,3.67,1533.0,615.0,678.0,452.0,0.498520836363901,5.0,C
090060001019A,2.0,2002.0,1493.0,820.0,10.57,530.0,527.0,3.77,520.0,251.0,255.0,192.0,0.52617499694626,5.0,C
0900600010202,0.0,5166.0,3759.0,2109.0,10.61,1396.0,1382.0,3.65,1366.0,589.0,651.0,470.0,0.515749475827126,5.0,C
0900600010217,1.0,6783.0,4945.0,2966.0,10.85,1909.0,1888.0,3.52,1886.0,892.0,953.0,709.0,0.538128512274603,5.0,C
0900600010221,2.0,6450.0,4946.0,3146.0,12.46,1778.0,1755.0,2.9,1732.0,885.0,1149.0,933.0,0.602977208072218,6.0,C+
0900600010236,0.0,4171.0,3218.0,2330.0,12.19,1266.0,1177.0,3.17,1250.0,710.0,824.0,695.0,0.620886538634931,6.0,C+
0900600010240,1.0,2634.0,1953.0,1356.0,11.99,834.0,812.0,3.02,826.0,405.0,497.0,405.0,0.590720080501577,6.0,C+
0900600010255,0.0,6499.0,4593.0,2256.0,10.09,1734.0,1723.0,3.67,1719.0,634.0,830.0,648.0,0.498237260969475,5.0,C
090060001026A,1.0,3844.0,2790.0,1498.0,10.46,1120.0,1098.0,3.37,1103.0,430.0,516.0,403.0,0.501114705927646,5.0,C
0900600010274,1.0,5069.0,3584.0,1720.0,10.02,1416.0,1406.0,3.52,1383.0,474.0,542.0,417.0,0.462362337664772,4.0,C-
0900600010289,1.0,1100.0,886.0,703.0,12.96,386.0,383.0,2.77,380.0,277.0,277.0,234.0,0.691809095737924,7.0,A/B
0900600010293,1.0,4789.0,3374.0,1530.0,9.67,1200.0,1110.0,3.81,1172.0,411.0,502.0,359.0,0.458299896154138,4.0,C-
0900600010310,3.0,7115.0,5154.0,2604.0,10.19,1871.0,1857.0,3.77,1851.0,788.0,846.0,633.0,0.502144149570245,5.0,C
0900600010325,0.0,4592.0,3437.0,1986.0,10.6,1186.0,1167.0,3.81,1170.0,542.0,583.0,445.0,0.532128837258339,5.0,C
090060001033A,1.0,4337.0,3256.0,1880.0,10.79,1208.0,1200.0,3.57,1196.0,590.0,615.0,469.0,0.542954198155052,5.0,C
0900600010344,0.0,4024.0,2971.0,1587.0,10.12,1132.0,1124.0,3.54,1108.0,477.0,532.0,384.0,0.508264504711937,5.0,C
0900600010359,0.0,6622.0,4859.0,2821.0,10.74,1730.0,1716.0,3.73,1711.0,802.0,834.0,606.0,0.531761073733711,5.0,C
0900600010363,1.0,5753.0,3960.0,2083.0,10.23,1518.0,1497.0,3.61,1487.0,595.0,668.0,492.0,0.494147924531035,5.0,C
0900600010378,1.0,1989.0,1436.0,692.0,9.85,518.0,456.0,3.72,510.0,200.0,237.0,190.0,0.476121256254714,4.0,C-
0900600010382,0.0,2678.0,2002.0,1140.0,10.71,761.0,750.0,3.47,751.0,330.0,402.0,303.0,0.533162806250329,5.0,C
0900600010397,4.0,7109.0,5068.0,2422.0,9.94,1888.0,1860.0,3.73,1855.0,647.0,799.0,598.0,0.47171143677036,4.0,C-
0900600010414,1.0,3002.0,2103.0,926.0,9.52,760.0,744.0,3.9,743.0,258.0,322.0,244.0,0.468159217010821,4.0,C-
0900600010429,1.0,2587.0,1867.0,1004.0,10.45,595.0,586.0,4.2,581.0,245.0,284.0,212.0,0.516393192194556,5.0,C
0900600010433,0.0,2879.0,1985.0,1015.0,10.25,667.0,652.0,4.04,654.0,263.0,323.0,244.0,0.506202771680255,5.0,C
0900600010448,1.0,2534.0,1819.0,859.0,10.04,574.0,560.0,4.21,568.0,250.0,244.0,192.0,0.494206126379385,5.0,C
0900600010452,0.0,2085.0,1523.0,787.0,10.16,528.0,527.0,3.8,522.0,204.0,227.0,170.0,0.495964542044004,5.0,C
0900600010467,0.0,17.0,11.0,5.0,9.69,3.0,3.0,5.67,3.0,0.0,0.0,0.0,0.320840190344007,2.0,D
0900600010471,0.0,3788.0,2813.0,1481.0,10.28,955.0,949.0,3.92,940.0,376.0,408.0,310.0,0.49855927699814,5.0,C
0900600010486,0.0,1838.0,1351.0,698.0,10.16,471.0,468.0,3.85,464.0,187.0,228.0,168.0,0.506212965838898,5.0,C
0900600010490,2.0,3996.0,2902.0,1431.0,10.07,1075.0,1069.0,3.69,1055.0,436.0,491.0,375.0,0.496933335227052,5.0,C
0900600010503,0.0,4587.0,3376.0,1777.0,10.3,1173.0,1159.0,3.87,1156.0,491.0,534.0,370.0,0.502744976942483,5.0,C
0900600010518,1.0,5257.0,3892.0,2166.0,10.51,1405.0,1388.0,3.7,1383.0,670.0,698.0,533.0,0.531547726906746,5.0,C
0900600010522,1.0,3345.0,2503.0,1446.0,10.72,868.0,838.0,3.82,861.0,409.0,445.0,324.0,0.536174121943909,5.0,C
0900600010537,0.0,4427.0,3259.0,1707.0,10.18,1213.0,1203.0,3.6,1198.0,463.0,528.0,363.0,0.489652353825816,5.0,C
0900600010541,1.0,3630.0,2587.0,1409.0,10.32,877.0,870.0,3.96,869.0,405.0,400.0,299.0,0.518267553498529,5.0,C
0900600010556,1.0,4487.0,3294.0,1758.0,10.32,1129.0,1115.0,3.95,1119.0,487.0,533.0,410.0,0.518515614498242,5.0,C
0900600010575,3.0,7049.0,4766.0,2368.0,10.02,1748.0,1665.0,3.85,1712.0,681.0,746.0,571.0,0.480054840737423,4.0,C-
090060001058A,4.0,4962.0,3456.0,1499.0,9.58,1173.0,1155.0,4.12,1157.0,417.0,529.0,394.0,0.476496960811345,4.0,C-
0900600010594,1.0,3097.0,2131.0,894.0,9.45,709.0,697.0,4.27,698.0,283.0,285.0,230.0,0.472672532197416,4.0,C-
0900600010607,2.0,7219.0,5255.0,2699.0,10.21,1853.0,1831.0,3.86,1823.0,740.0,810.0,619.0,0.494724354816448,5.0,C
0900600010611,2.0,5946.0,4308.0,2272.0,10.3,1545.0,1521.0,3.75,1517.0,646.0,701.0,530.0,0.505243722496293,5.0,C
0900600010626,1.0,2048.0,1458.0,679.0,9.72,461.0,455.0,4.33,453.0,166.0,193.0,137.0,0.477546646810062,4.0,C-
0900600010630,3.0,2591.0,1813.0,888.0,10.06,623.0,620.0,3.88,615.0,235.0,267.0,200.0,0.48707969201424,5.0,C
0900600010645,0.0,2347.0,1649.0,804.0,9.95,562.0,556.0,4.09,556.0,208.0,232.0,183.0,0.481762146308189,4.0,C-
090060001065A,3.0,2104.0,1516.0,743.0,9.95,486.0,476.0,4.16,483.0,200.0,233.0,189.0,0.510981319343111,5.0,C
0900600010664,0.0,4299.0,3171.0,1986.0,11.19,1144.0,1130.0,3.68,1133.0,613.0,653.0,544.0,0.585118234352413,6.0,C+
0900600010679,0.0,2735.0,1948.0,973.0,10.06,703.0,685.0,3.81,688.0,278.0,291.0,225.0,0.483278933589644,5.0,C
0900600010683,0.0,4156.0,3024.0,1355.0,9.62,1120.0,1091.0,3.62,1108.0,431.0,440.0,348.0,0.463306828579385,4.0,C-
0900600010698,1.0,3131.0,2270.0,971.0,9.64,761.0,743.0,4.11,750.0,301.0,319.0,233.0,0.470610566112148,4.0,C-
0900600010700,2.0,3933.0,2756.0,1153.0,9.32,992.0,974.0,3.94,976.0,340.0,375.0,297.0,0.451021769538083,4.0,C-
0900600010715,0.0,2486.0,1836.0,861.0,9.8,627.0,614.0,3.96,615.0,224.0,246.0,161.0,0.462250068543835,4.0,C-
090060001072A,3.0,3084.0,2205.0,1105.0,10.03,758.0,756.0,4.02,756.0,276.0,326.0,223.0,0.481565281881462,4.0,C-
0900600010734,1.0,3189.0,2216.0,1009.0,9.75,837.0,833.0,3.71,825.0,272.0,313.0,218.0,0.45238120344591,4.0,C-
0900600010749,0.0,2656.0,2107.0,1639.0,12.86,794.0,779.0,3.18,786.0,572.0,566.0,492.0,0.689654692626387,7.0,A/B
0900600010753,0.0,2225.0,1673.0,1137.0,11.93,570.0,556.0,3.75,565.0,373.0,356.0,295.0,0.628595099898581,6.0,C+
0900600010768,2.0,2188.0,1547.0,878.0,10.81,557.0,547.0,3.79,550.0,256.0,298.0,225.0,0.540697088205677,5.0,C
0900600010772,0.0,2176.0,1633.0,1189.0,12.25,648.0,641.0,3.23,641.0,402.0,424.0,354.0,0.639819147105704,6.0,C+
0900600010787,0.0,4987.0,3638.0,1784.0,10.0,1315.0,1279.0,3.74,1301.0,474.0,542.0,385.0,0.472944667043688,4.0,C-
0900600010791,4.0,1760.0,1242.0,716.0,10.64,458.0,453.0,3.8,444.0,223.0,210.0,167.0,0.528340304001809,5.0,C
0900600010804,6.0,4723.0,3289.0,1228.0,9.14,1077.0,1051.0,4.36,1060.0,386.0,429.0,313.0,0.450018717702645,4.0,C-
0900600010823,0.0,3584.0,2796.0,1681.0,10.91,952.0,904.0,3.72,940.0,494.0,549.0,418.0,0.56653517086453,6.0,C+
0900600010838,1.0,3010.0,2347.0,1432.0,10.84,832.0,777.0,3.57,821.0,433.0,453.0,362.0,0.561163176095354,6.0,C+
0900600010842,1.0,2166.0,1690.0,1026.0,10.98,595.0,585.0,3.59,591.0,305.0,369.0,273.0,0.584063888050779,6.0,C+
0900600010876,0.0,1830.0,1448.0,1196.0,13.03,529.0,523.0,3.31,519.0,446.0,405.0,379.0,0.741459566198608,7.0,A/B
0900600010880,1.0,1918.0,1452.0,1176.0,13.15,544.0,539.0,3.25,537.0,428.0,384.0,338.0,0.710146595460791,7.0,A/B
0900600010895,0.0,2427.0,1951.0,1571.0,13.34,686.0,645.0,3.36,682.0,542.0,492.0,458.0,0.713237598956781,7.0,A/B
0900600010908,0.0,1413.0,1065.0,784.0,12.28,410.0,398.0,3.26,402.0,249.0,273.0,232.0,0.642760510150258,6.0,C+
0900600010927,0.0,3045.0,2078.0,1052.0,9.98,702.0,697.0,3.91,694.0,296.0,363.0,278.0,0.521611562530157,5.0,C
0900600010931,0.0,3320.0,2434.0,1396.0,10.62,861.0,852.0,3.67,858.0,375.0,459.0,352.0,0.542001447923381,5.0,C
0900600010946,0.0,2536.0,1963.0,1282.0,11.47,711.0,696.0,3.5,707.0,391.0,410.0,331.0,0.590746483314948,6.0,C+
0900600010950,0.0,2442.0,1949.0,1603.0,13.52,714.0,703.0,3.23,702.0,558.0,512.0,453.0,0.717147486090653,7.0,A/B
0900600010965,0.0,1709.0,1250.0,1035.0,13.54,489.0,471.0,3.1,484.0,370.0,366.0,323.0,0.71425625766115,7.0,A/B
090060001097A,0.0,1476.0,1117.0,927.0,13.59,402.0,386.0,3.3,396.0,323.0,299.0,272.0,0.725840518011547,7.0,A/B
0900600010984,0.0,1837.0,1399.0,1126.0,13.19,538.0,534.0,3.25,532.0,398.0,389.0,348.0,0.706801871388829,7.0,A/B
0900600010999,0.0,948.0,710.0,458.0,11.21,256.0,254.0,3.69,253.0,120.0,145.0,110.0,0.572527682542624,6.0,C+
0900600011003,0.0,2543.0,1939.0,1122.0,10.59,667.0,651.0,3.81,660.0,318.0,348.0,273.0,0.546509435111495,5.0,C
0900600011018,1.0,2322.0,1677.0,777.0,9.85,564.0,556.0,4.11,556.0,265.0,246.0,187.0,0.49981772954661,5.0,C
0900600011022,0.0,1996.0,1503.0,870.0,10.76,537.0,536.0,3.69,534.0,249.0,284.0,207.0,0.546974568316218,5.0,C
0900600011037,1.0,2563.0,1809.0,856.0,9.63,605.0,597.0,4.23,597.0,264.0,268.0,185.0,0.4903562519596,5.0,C
0900600011041,1.0,4441.0,3140.0,1427.0,9.54,967.0,958.0,4.54,948.0,388.0,417.0,300.0,0.481959448137367,4.0,C-
0900600011056,1.0,3696.0,2393.0,1079.0,9.66,845.0,833.0,4.14,830.0,314.0,366.0,265.0,0.472906036033501,4.0,C-
0900600011060,1.0,3497.0,2439.0,997.0,9.58,834.0,820.0,4.16,816.0,339.0,296.0,224.0,0.456270976396449,4.0,C-
0900600011075,0.0,3080.0,2175.0,1028.0,9.85,706.0,702.0,4.27,695.0,312.0,298.0,220.0,0.493313470988206,5.0,C
090060001108A,5.0,4180.0,2869.0,1036.0,8.76,1047.0,1022.0,3.99,1e3,388.0,399.0,313.0,0.445181181446086,4.0,C-
0900600011094,0.0,3703.0,2739.0,1792.0,11.5,1065.0,1058.0,3.35,1054.0,515.0,633.0,504.0,0.580477666354715,6.0,C+
0900600011107,0.0,3934.0,2785.0,1489.0,10.33,1038.0,1033.0,3.64,1027.0,401.0,478.0,376.0,0.504517953334369,5.0,C
0900600011111,0.0,1508.0,1196.0,854.0,11.79,477.0,457.0,3.08,477.0,246.0,309.0,271.0,0.614622308199982,6.0,C+
0900600011126,2.0,4228.0,2993.0,1463.0,9.99,1089.0,1076.0,3.83,1070.0,430.0,506.0,372.0,0.492208584376038,5.0,C
0900600011130,2.0,3501.0,2481.0,1111.0,9.33,805.0,798.0,4.34,800.0,286.0,336.0,249.0,0.465970554266115,4.0,C-
090060001115A,0.0,2021.0,1390.0,595.0,9.52,478.0,465.0,4.2,471.0,181.0,179.0,139.0,0.45907052086185,4.0,C-
0900600011164,1.0,865.0,606.0,232.0,8.91,211.0,208.0,4.1,209.0,79.0,72.0,54.0,0.43937594625906,4.0,C-
0900600011179,0.0,6536.0,4481.0,2744.0,10.99,1861.0,1831.0,3.48,1842.0,845.0,962.0,731.0,0.542635273058583,5.0,C
0900600011183,0.0,1524.0,1105.0,670.0,10.93,405.0,403.0,3.69,397.0,206.0,230.0,183.0,0.572666054940552,6.0,C+
0900600011198,3.0,2006.0,1475.0,948.0,11.34,571.0,538.0,3.4,556.0,300.0,330.0,277.0,0.577577351690324,6.0,C+
0900600011200,1.0,3552.0,2599.0,1750.0,11.5,1003.0,757.0,3.41,985.0,559.0,611.0,500.0,0.567914619140601,6.0,C+
0900700010017,5.0,5904.0,3949.0,2119.0,10.39,1544.0,1450.0,3.75,1510.0,622.0,718.0,575.0,0.502018064613895,5.0,C
0900700010021,2.0,7362.0,5235.0,2672.0,10.1,2004.0,1982.0,3.65,1973.0,801.0,932.0,693.0,0.499528281411931,5.0,C
0900700010036,2.0,9472.0,6759.0,3905.0,10.69,2492.0,2430.0,3.78,2443.0,1179.0,1311.0,998.0,0.540320620269402,5.0,C
0900700010040,1.0,3795.0,2661.0,1344.0,10.32,957.0,904.0,3.84,941.0,390.0,428.0,352.0,0.497686772134135,5.0,C
0900700010055,0.0,2908.0,2352.0,1799.0,12.64,855.0,848.0,3.37,852.0,591.0,592.0,502.0,0.674944449869262,6.0,C+
090070001006A,1.0,3207.0,2223.0,868.0,9.03,753.0,748.0,4.2,742.0,246.0,292.0,211.0,0.445182043498777,4.0,C-
0900700010074,2.0,2598.0,1901.0,916.0,9.82,646.0,637.0,4.01,633.0,228.0,262.0,201.0,0.476819504836664,4.0,C-
0900700010089,2.0,2371.0,1707.0,976.0,10.58,589.0,584.0,3.89,578.0,297.0,293.0,225.0,0.542064262964995,5.0,C
0900700010093,1.0,1380.0,1069.0,851.0,13.05,362.0,348.0,3.63,358.0,325.0,286.0,270.0,0.749516099864768,7.0,A/B
0900700010106,0.0,1242.0,973.0,791.0,13.43,335.0,332.0,3.62,331.0,311.0,274.0,253.0,0.772070817950061,7.0,A/B
0900700010110,0.0,1795.0,1427.0,1115.0,12.93,493.0,484.0,3.53,492.0,381.0,358.0,300.0,0.699826688469512,7.0,A/B
090070001013A,2.0,3124.0,2151.0,1011.0,9.66,777.0,765.0,3.96,765.0,269.0,324.0,226.0,0.467413789055933,4.0,C-
0900700010144,0.0,1996.0,1433.0,594.0,9.17,468.0,464.0,4.11,460.0,146.0,165.0,129.0,0.44471037738858,4.0,C-
0900700010178,1.0,3009.0,2179.0,1156.0,10.24,814.0,804.0,3.59,801.0,310.0,325.0,251.0,0.488594634694344,5.0,C
0900700010182,0.0,2463.0,1904.0,1527.0,12.98,663.0,661.0,3.62,662.0,556.0,519.0,458.0,0.735078332317881,7.0,A/B
0900700010197,0.0,2294.0,1797.0,1438.0,13.09,644.0,629.0,3.45,641.0,495.0,479.0,427.0,0.710863623887536,7.0,A/B
0900700010214,7.0,6432.0,4289.0,1872.0,9.44,1516.0,1497.0,4.13,1484.0,535.0,526.0,370.0,0.443793249363028,4.0,C-
0900700010229,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358872007071284,2.0,D
0900700010233,1.0,2076.0,1496.0,720.0,9.8,500.0,493.0,4.14,493.0,171.0,212.0,149.0,0.478010413734872,4.0,C-
0900700010248,1.0,1811.0,1291.0,611.0,9.69,454.0,438.0,3.94,449.0,159.0,186.0,131.0,0.465025608219936,4.0,C-
0900700010252,0.0,3584.0,2536.0,1207.0,9.62,877.0,857.0,4.03,869.0,300.0,343.0,246.0,0.463714962600751,4.0,C-
0900700010271,1.0,4715.0,3245.0,1671.0,10.18,1223.0,1218.0,3.75,1200.0,513.0,529.0,392.0,0.497324369330525,5.0,C
0900700010286,1.0,2486.0,1874.0,1153.0,11.09,642.0,642.0,3.81,635.0,287.0,337.0,231.0,0.552197649486935,5.0,C
0900700010290,0.0,1676.0,1255.0,794.0,11.12,430.0,430.0,3.9,426.0,190.0,210.0,153.0,0.548854141747401,5.0,C
0900700010303,0.0,1103.0,815.0,475.0,10.74,305.0,302.0,3.61,303.0,135.0,149.0,113.0,0.534946968887585,5.0,C
0900700010318,2.0,4092.0,2885.0,1140.0,8.7,952.0,946.0,3.82,940.0,363.0,370.0,241.0,0.445449824746098,4.0,C-
0900700010322,1.0,5004.0,3630.0,2034.0,10.62,1320.0,1303.0,3.73,1300.0,610.0,672.0,519.0,0.535186351726423,5.0,C
0900700010337,2.0,5904.0,4110.0,1959.0,9.82,1466.0,1452.0,3.97,1442.0,543.0,592.0,444.0,0.473078445340416,4.0,C-
0900700010356,2.0,5237.0,3645.0,1762.0,9.89,1322.0,1309.0,3.88,1284.0,513.0,537.0,419.0,0.48037667833966,4.0,C-
0900700010360,0.0,5121.0,3435.0,1909.0,10.69,1271.0,1255.0,3.8,1253.0,595.0,662.0,540.0,0.541159761030586,5.0,C
0900700010375,3.0,7071.0,4714.0,2083.0,9.63,1589.0,1579.0,4.22,1560.0,630.0,672.0,518.0,0.479531446027463,4.0,C-
090070001038A,0.0,5368.0,3693.0,1840.0,10.29,1268.0,1260.0,4.04,1250.0,592.0,552.0,453.0,0.509099297762147,5.0,C
0900700010407,2.0,6403.0,4226.0,1691.0,9.18,1505.0,1494.0,4.16,1479.0,527.0,525.0,354.0,0.436575479112622,4.0,C-
0900700010411,1.0,4751.0,3076.0,1340.0,9.64,1126.0,1120.0,4.09,1104.0,386.0,387.0,285.0,0.44350028170189,4.0,C-
0900700010426,2.0,8045.0,5555.0,2627.0,9.78,2028.0,2008.0,3.95,2e3,838.0,826.0,624.0,0.479671859196445,4.0,C-
0900700010445,3.0,3803.0,2698.0,1327.0,10.07,966.0,953.0,3.91,954.0,393.0,419.0,307.0,0.490614237676248,5.0,C
0900700010464,3.0,5215.0,3425.0,1317.0,9.09,1235.0,1207.0,4.13,1192.0,402.0,387.0,277.0,0.421713892121595,3.0,D+
0900700010479,2.0,5438.0,3584.0,1537.0,9.43,1350.0,1337.0,3.89,1312.0,452.0,431.0,307.0,0.433019779732068,4.0,C-
0900700010483,2.0,7744.0,5737.0,3376.0,10.89,2252.0,2218.0,3.35,2221.0,1015.0,1174.0,962.0,0.543128321844681,5.0,C
0900700010498,1.0,6156.0,4387.0,2358.0,10.36,1660.0,1632.0,3.64,1634.0,731.0,845.0,666.0,0.524414835782393,5.0,C
0900700010500,3.0,6775.0,4955.0,3057.0,11.21,1877.0,1855.0,3.46,1865.0,1020.0,1120.0,968.0,0.591877634489583,6.0,C+
0900700010515,0.0,7579.0,5718.0,3575.0,11.34,2156.0,2127.0,3.47,2127.0,1166.0,1203.0,995.0,0.578194787774743,6.0,C+
0900700010534,1.0,4288.0,3137.0,2152.0,11.95,1135.0,1114.0,3.58,1120.0,701.0,706.0,579.0,0.623571108959226,6.0,C+
0900700010553,2.0,5816.0,4019.0,1801.0,9.53,1417.0,1405.0,4.03,1385.0,555.0,546.0,356.0,0.458858103337376,4.0,C-
0900700010568,1.0,6023.0,4343.0,2596.0,10.77,1553.0,1534.0,3.79,1539.0,804.0,773.0,550.0,0.544540279534507,5.0,C
0900700010572,3.0,5194.0,3545.0,1634.0,9.7,1385.0,1372.0,3.71,1354.0,469.0,485.0,318.0,0.444622496446151,4.0,C-
0900700010587,3.0,2708.0,1863.0,869.0,9.88,730.0,722.0,3.65,724.0,231.0,288.0,182.0,0.454700349195057,4.0,C-
0900700010591,4.0,4701.0,3346.0,1421.0,9.42,1104.0,1096.0,4.21,1084.0,480.0,412.0,284.0,0.465383053503305,4.0,C-
0900700010604,2.0,3845.0,2666.0,1075.0,9.22,894.0,890.0,4.28,883.0,373.0,315.0,228.0,0.455661899077767,4.0,C-
0900700010619,2.0,5712.0,3830.0,1767.0,9.74,1458.0,1441.0,3.87,1422.0,550.0,538.0,383.0,0.459352728291878,4.0,C-
0900700010623,4.0,6728.0,4447.0,1679.0,9.04,1711.0,1694.0,3.87,1660.0,509.0,489.0,327.0,0.405774746053276,3.0,D+
0900700010638,2.0,4481.0,3004.0,1144.0,8.93,1157.0,1127.0,3.85,1124.0,408.0,340.0,258.0,0.41654952519312,3.0,D+
0900700010642,0.0,2522.0,2065.0,1569.0,12.75,841.0,801.0,2.95,827.0,617.0,621.0,564.0,0.691475434377281,7.0,A/B
0900700010657,0.0,2004.0,1638.0,1359.0,13.46,589.0,575.0,3.33,582.0,522.0,466.0,429.0,0.760132587317283,7.0,A/B
0900700010676,1.0,2581.0,2042.0,1370.0,11.71,752.0,747.0,3.42,744.0,409.0,442.0,359.0,0.598575097656398,6.0,C+
0900700010680,1.0,2784.0,2201.0,1362.0,11.22,805.0,797.0,3.44,788.0,429.0,414.0,328.0,0.562960444476573,6.0,C+
0900700010695,0.0,3327.0,2544.0,1549.0,11.09,852.0,851.0,3.78,839.0,441.0,461.0,369.0,0.568973190472146,6.0,C+
0900700010708,3.0,4288.0,3181.0,1861.0,10.95,1111.0,1106.0,3.77,1102.0,557.0,601.0,462.0,0.557613060544372,5.0,C
0900700010727,3.0,2239.0,1620.0,1259.0,12.85,621.0,616.0,3.25,621.0,452.0,448.0,372.0,0.684467020503107,6.0,C+
0900700010731,4.0,11611.0,7402.0,2591.0,8.98,2659.0,2625.0,4.21,2594.0,684.0,759.0,529.0,0.395284282870266,3.0,D+
0900700010746,5.0,7202.0,4974.0,2119.0,9.52,1686.0,1667.0,4.22,1652.0,534.0,577.0,412.0,0.438033888956074,4.0,C-
0900700010750,3.0,8080.0,5186.0,1837.0,8.89,1721.0,1678.0,4.46,1667.0,431.0,475.0,337.0,0.391526340604068,3.0,D+
0900700010765,3.0,3654.0,2549.0,1042.0,9.24,825.0,821.0,4.36,819.0,363.0,325.0,216.0,0.46705894861266,4.0,C-
090070001077A,1.0,4101.0,2810.0,1256.0,9.5,953.0,951.0,4.22,935.0,435.0,369.0,251.0,0.475972120355047,4.0,C-
0900700010784,2.0,6933.0,4664.0,2020.0,9.51,1701.0,1670.0,4.03,1656.0,692.0,604.0,421.0,0.453469827904547,4.0,C-
